Academic Level,Degree,Faculty,Module,Module Units,Module Type,Prog Code,Prog Credits,Prog Descr,Prog Year,Year Credits
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 300,11,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 301,11,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 302,11,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 303,11,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 304,10,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 305,10,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 306,20,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 307,9,Core,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 308,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 309,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 310,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 311,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 312,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 313,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121036,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 314,9,Elective,7121037,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121020,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121021,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121022,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121023,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121024,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121025,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121026,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121027,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121028,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121029,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121030,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121031,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121032,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121033,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121034,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121035,120,General Management,FIN,120
UGRD,Adv Dip in General Management,GIBS,GAD 315,9,Elective,7121036,120,General Management,FIN,120
