"faculty_code","source_faculty_code","programme_code","programme_name","year_level_raw","year_level_sort","module_code","module_name","module_type","module_units","source_file","last_verified","notes"
"EBIT","EBIT","12130001","Industrial Engineering","01","1","CHM 172","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","EBN 111","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","FSK 116","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","JSU 110","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","JSU 120","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","MGC 110","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","NMC 123","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","SWK 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","UPO 112","","Fundamental","0","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","WTW 158","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","WTW 164","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","01","1","WWP 121","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","BES 220","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","BJJ 210","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","BPZ 220","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","JCP 203","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","MOW 217","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","MPR 213","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","MSD 210","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","MTX 221","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","WTW 238","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","WTW 256","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","WTW 258","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","02","2","WTW 263","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BAN 313","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BFB 321","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BID 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BLK 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BOB 311","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BOZ 312","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BPY 310","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BPZ 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BSS 310","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","BUY 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","FBS 110","","Core","10","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","MIA 320","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","03","3","MVS 311","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","ABV 320","","Core","20","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BER 310","","Core","10","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BGC 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BIE 420","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BON 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BPJ 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BPJ 420","","Core","24","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BPY 410","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BSR 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","BSS 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130001","Industrial Engineering","FIN","4","IPI 410","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","CHM 171","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","CHM 181","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","CIR 113","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","CIR 123","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","EBN 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","FSK 116","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","JSU 110","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","JSU 120","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","MGC 110","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","SWK 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","UPO 112","","Fundamental","0","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","WTW 158","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","WTW 164","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","01","1","WWP 121","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","BES 220","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","CHM 215","","Core","12","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","CHM 226","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","CIM 211","","Core","12","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","CIR 211","","Core","12","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","CTD 223","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","EIR 221","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","JCP 203","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","MPR 213","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","WTW 238","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","WTW 256","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","WTW 258","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","02","2","WTW 263","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","BSS 310","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CBI 310","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CIO 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CIR 310","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CJJ 310","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CKN 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CLB 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CMO 310","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","COP 311","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CPN 321","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","CPY 311","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","03","3","MIA 320","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPA 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPB 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPJ 421","","Core","24","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPR 420","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPS 410","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPS 420","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CPY 411","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CRO 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSC 411","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSC 421","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSS 420","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSS 421","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSS 422","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130002","Chemical Engineering","FIN","4","CSS 423","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","CHM 171","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","EBN 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","FSK 176","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","JSU 110","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","JSU 120","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","MGC 110","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","NMC 113","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","SWK 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","UPO 112","","Fundamental","0","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","WTW 158","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","01","1","WTW 164","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","BES 220","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","COS 132","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","EIR 211","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","EJJ 210","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","ELI 220","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","EMR 201","","Core","4","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","EPW 200","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","ERS 220","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","JCP 203","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","MSD 210","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","WTW 238","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","WTW 256","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","WTW 258","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","02","2","WTW 263","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","BSS 310","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EBB 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EDF 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EKK 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","ELX 311","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EMK 310","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EMZ 310","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","ENE 310","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","ESP 300","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","EWE 320","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","03","3","MIA 320","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","EAD 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","EBT 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","EKK 410","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","ENR 420","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","EPR 400","","Core","64","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","EPY 423","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130003","Electrical Engineering","FIN","4","IPI 410","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","CHM 172","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","EBN 111","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","FSK 116","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","JSU 110","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","JSU 120","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","MGC 110","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","NMC 123","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","SWK 122","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","UPO 112","","Fundamental","0","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","WTW 158","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","WTW 164","","Core","16","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","01","1","WWP 121","","Core","1","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","02","2","BES 220","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","02","2","JCP 203","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
"EBIT","EBIT","12130004","Mechanical Engineering","02","2","MJJ 210","","Core","8","University_of_Pretoria_Curriculumn_Data.csv","2026-06-13","Module name not supplied in source CSV; code only."
